FLastName, Attempt #,Attempt Start,Attempt End,Section #,Q #,Q Type,Q Title,Q Text,Bonus?,Difficulty,Answer,Answer Match,Score,Out Of
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,Checked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Peter,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Pater,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,Checked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,0,1
bad07c37989d62c5de85bdacc25ff79fe091134db8b12a7b66c7352a2ccc3ac5, 1,8/27/2026 11:07 AM,8/27/2026 11:12 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Jif,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Bob,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,8,MC,,Is your answer to this question 'no'?,False,1,yes,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,8,MC,,Is your answer to this question 'no'?,False,1,no,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,s,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,c,Checked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,a,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,9,MC,,"In the word ""scent"", which letter is silent?",False,1,p,UnChecked,0,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,frozen yogurt,UnChecked,1,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,a popsicle,UnChecked,1,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,coca cola,UnChecked,1,1
9104bee1d90713b3551c6bcbecbbff30258a4b84dcad0c93cc23f31dfc19dc96, 1,8/27/2026 11:08 AM,8/27/2026 11:11 AM,,10,MC,,"If revenge is a dish best served cold, and revenge is sweet, then revenge is:",False,1,ice cream,Checked,1,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,38,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,39,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,40,Checked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,1,MC,,"What is the answer to life, the universe, and everything?",False,1,41,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,50%,UnChecked,1,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,60%,Checked,1,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,2,MC,,"If you choose the answer to this question at random, what is the chance you will be correct?",False,1,25%,UnChecked,1,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,True,Checked,1,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,3,T/F,,"Should the word ""Abbreviation"" be shorter?",False,1,False,UnChecked,1,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,4,MC,,How many letters are in the alphabet?,False,1,11,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,4,MC,,How many letters are in the alphabet?,False,1,7,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,4,MC,,How many letters are in the alphabet?,False,1,26,Checked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,4,MC,,How many letters are in the alphabet?,False,1,11010,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Disney sues you,Checked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,Paul Bettany joins you,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,5,MC,,"If you take a ship and replaced all of the parts until none of the original parts of this ship are a part of the ship, what happens?",False,1,You have two ships,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,6,T/F,,Something can be both New and Improved,False,1,True,Checked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,6,T/F,,Something can be both New and Improved,False,1,False,UnChecked,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 1,Helen,0,1
71ba21a1e8dff8eb6eb61c68559537797a5c6d644fc14846cd8dc46fbcca3e37, 1,8/27/2026 11:01 AM,8/27/2026 11:03 AM,,7,FIB,,"My bologna has a first name, it's _______ my bologna has a second name, it's _______ ",False,1,Answer for blank # 2,Keller,0,1
